,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_walton
357,17.0,0.0,6.0,92.0,109.0,9.0,54.0,7.0,3.0
358,17.0,0.0,6.0,92.0,109.0,9.0,54.0,7.0,3.0
359,28.0,7.0,4.0,92.0,109.0,9.0,54.0,4.0,3.0
360,28.0,7.0,4.0,73.0,109.0,9.0,54.0,4.0,3.0
361,28.0,7.0,4.0,73.0,109.0,11.0,54.0,4.0,3.0
362,28.0,7.0,4.0,73.0,109.0,11.0,64.0,4.0,3.0
363,28.0,7.0,4.0,51.0,76.0,11.0,64.0,4.0,3.0
364,48.0,7.0,4.0,51.0,76.0,11.0,64.0,13.0,3.0
365,48.0,9.0,5.0,51.0,76.0,10.0,64.0,13.0,3.0
366,48.0,9.0,5.0,51.0,76.0,10.0,64.0,13.0,3.0
367,48.0,9.0,5.0,51.0,76.0,10.0,64.0,13.0,3.0
368,48.0,9.0,5.0,51.0,76.0,10.0,75.0,28.0,4.0
369,54.0,9.0,5.0,66.0,63.0,10.0,75.0,28.0,4.0
370,54.0,24.0,5.0,66.0,63.0,10.0,75.0,28.0,4.0
371,54.0,24.0,7.0,66.0,63.0,16.0,75.0,28.0,4.0
372,54.0,24.0,7.0,66.0,63.0,16.0,75.0,28.0,4.0
373,54.0,24.0,7.0,66.0,63.0,16.0,75.0,21.0,4.0
374,54.0,24.0,7.0,66.0,63.0,16.0,86.0,21.0,2.0
375,46.0,24.0,7.0,49.0,55.0,16.0,86.0,21.0,2.0
376,46.0,24.0,7.0,49.0,55.0,33.0,86.0,21.0,2.0
377,46.0,24.0,8.0,49.0,55.0,33.0,86.0,21.0,2.0
378,46.0,24.0,8.0,49.0,55.0,33.0,86.0,21.0,2.0
379,46.0,24.0,8.0,49.0,55.0,33.0,86.0,12.0,2.0
380,36.0,15.0,8.0,57.0,55.0,33.0,86.0,12.0,2.0
381,36.0,15.0,8.0,57.0,53.0,51.0,86.0,12.0,2.0
382,36.0,15.0,8.0,57.0,53.0,51.0,86.0,12.0,2.0
383,36.0,15.0,10.0,57.0,53.0,51.0,86.0,12.0,2.0
384,36.0,15.0,10.0,57.0,53.0,51.0,86.0,16.0,2.0
385,36.0,16.0,10.0,62.0,53.0,51.0,86.0,16.0,2.0
386,50.0,16.0,10.0,62.0,53.0,50.0,102.0,16.0,2.0
387,50.0,16.0,10.0,62.0,52.0,50.0,102.0,16.0,2.0
388,50.0,16.0,10.0,62.0,52.0,50.0,102.0,16.0,2.0
389,50.0,16.0,14.0,99.0,52.0,50.0,102.0,24.0,2.0
390,50.0,18.0,14.0,99.0,52.0,50.0,119.0,24.0,2.0
391,50.0,18.0,14.0,99.0,52.0,43.0,119.0,24.0,2.0
392,69.0,18.0,14.0,99.0,52.0,43.0,119.0,24.0,2.0
393,69.0,18.0,14.0,99.0,101.0,43.0,119.0,24.0,2.0
394,69.0,18.0,14.0,99.0,101.0,43.0,119.0,22.0,2.0
395,69.0,26.0,21.0,105.0,101.0,43.0,121.0,22.0,4.0
396,69.0,26.0,21.0,105.0,101.0,51.0,121.0,22.0,4.0
397,69.0,26.0,21.0,105.0,86.0,51.0,121.0,22.0,4.0
398,135.0,26.0,21.0,105.0,86.0,51.0,121.0,22.0,4.0
399,135.0,26.0,21.0,105.0,86.0,51.0,121.0,17.0,4.0
400,135.0,26.0,21.0,72.0,86.0,51.0,132.0,17.0,7.0
401,135.0,46.0,29.0,72.0,86.0,46.0,132.0,17.0,7.0
402,135.0,46.0,29.0,72.0,91.0,46.0,132.0,17.0,7.0
403,135.0,46.0,29.0,72.0,91.0,46.0,132.0,17.0,7.0
404,107.0,46.0,29.0,72.0,91.0,46.0,132.0,15.0,3.0
405,107.0,46.0,29.0,71.0,91.0,46.0,132.0,15.0,3.0
406,107.0,46.0,29.0,71.0,91.0,28.0,112.0,15.0,3.0
407,107.0,46.0,30.0,71.0,132.0,28.0,112.0,15.0,3.0
408,105.0,46.0,30.0,71.0,132.0,28.0,112.0,15.0,3.0
409,105.0,46.0,30.0,78.0,132.0,28.0,112.0,16.0,3.0
410,105.0,46.0,30.0,78.0,132.0,28.0,112.0,16.0,3.0
411,105.0,46.0,30.0,78.0,132.0,33.0,112.0,16.0,3.0
412,105.0,46.0,30.0,78.0,132.0,33.0,117.0,16.0,3.0
413,151.0,17.0,22.0,90.0,95.0,33.0,117.0,16.0,3.0
414,151.0,17.0,22.0,90.0,95.0,33.0,117.0,16.0,0.0
415,151.0,17.0,22.0,90.0,95.0,33.0,117.0,13.0,0.0
416,151.0,17.0,22.0,90.0,95.0,54.0,117.0,13.0,0.0
417,151.0,17.0,22.0,89.0,95.0,54.0,117.0,13.0,0.0
418,133.0,17.0,22.0,89.0,95.0,54.0,173.0,13.0,0.0
419,133.0,17.0,25.0,89.0,117.0,54.0,173.0,13.0,0.0
420,133.0,17.0,25.0,89.0,117.0,54.0,173.0,13.0,0.0
421,133.0,17.0,25.0,89.0,117.0,77.0,173.0,13.0,0.0
422,133.0,17.0,25.0,94.0,117.0,77.0,173.0,13.0,0.0
423,133.0,7.0,25.0,94.0,117.0,77.0,173.0,13.0,0.0
424,102.0,7.0,25.0,94.0,117.0,77.0,146.0,13.0,0.0
425,102.0,7.0,19.0,94.0,153.0,79.0,146.0,13.0,0.0
426,102.0,7.0,19.0,94.0,153.0,79.0,146.0,16.0,0.0
427,102.0,7.0,19.0,94.0,153.0,79.0,146.0,16.0,0.0
428,102.0,7.0,19.0,117.0,153.0,79.0,146.0,16.0,0.0
429,102.0,7.0,19.0,117.0,153.0,79.0,146.0,16.0,0.0
430,98.0,7.0,19.0,117.0,153.0,79.0,140.0,16.0,0.0
431,98.0,7.0,17.0,117.0,172.0,80.0,140.0,16.0,0.0
432,98.0,7.0,17.0,117.0,172.0,80.0,140.0,24.0,0.0
433,98.0,0.0,17.0,120.0,172.0,80.0,140.0,24.0,0.0
434,98.0,0.0,17.0,120.0,172.0,80.0,140.0,24.0,8.0
435,98.0,0.0,17.0,120.0,172.0,80.0,140.0,24.0,8.0
436,34.0,0.0,17.0,120.0,183.0,80.0,125.0,17.0,8.0
437,34.0,0.0,12.0,122.0,183.0,92.0,125.0,17.0,8.0
438,34.0,0.0,12.0,122.0,183.0,92.0,125.0,17.0,8.0
439,34.0,20.0,12.0,122.0,183.0,92.0,125.0,17.0,8.0
440,34.0,20.0,12.0,122.0,183.0,92.0,125.0,17.0,8.0
441,34.0,20.0,12.0,148.0,183.0,92.0,125.0,12.0,0.0
442,26.0,20.0,12.0,148.0,185.0,91.0,127.0,12.0,0.0
443,26.0,20.0,27.0,148.0,185.0,91.0,127.0,12.0,0.0
444,26.0,20.0,27.0,148.0,185.0,91.0,127.0,12.0,0.0
445,26.0,16.0,27.0,161.0,185.0,91.0,127.0,12.0,0.0
446,26.0,16.0,27.0,161.0,185.0,91.0,127.0,7.0,0.0
447,30.0,16.0,27.0,161.0,185.0,91.0,127.0,7.0,0.0
448,30.0,16.0,27.0,161.0,211.0,102.0,145.0,7.0,0.0
449,30.0,16.0,29.0,161.0,211.0,102.0,145.0,7.0,0.0
450,30.0,16.0,29.0,161.0,211.0,102.0,145.0,7.0,12.0
451,30.0,13.0,29.0,165.0,211.0,102.0,145.0,7.0,12.0
452,30.0,13.0,29.0,165.0,211.0,130.0,145.0,7.0,12.0
453,36.0,13.0,29.0,165.0,211.0,130.0,145.0,7.0,12.0
454,36.0,13.0,29.0,165.0,273.0,130.0,126.0,7.0,12.0
455,36.0,13.0,30.0,165.0,273.0,130.0,126.0,7.0,12.0
456,36.0,7.0,30.0,165.0,273.0,134.0,126.0,7.0,12.0
457,36.0,7.0,30.0,175.0,273.0,134.0,126.0,7.0,12.0
458,36.0,7.0,30.0,175.0,273.0,134.0,126.0,18.0,12.0
459,32.0,7.0,30.0,175.0,273.0,134.0,112.0,18.0,12.0
460,32.0,7.0,30.0,175.0,262.0,160.0,112.0,18.0,12.0
461,32.0,7.0,36.0,175.0,262.0,160.0,112.0,18.0,12.0
462,32.0,7.0,36.0,126.0,262.0,160.0,112.0,18.0,2.0
463,32.0,7.0,36.0,126.0,262.0,160.0,112.0,18.0,2.0
464,32.0,7.0,36.0,126.0,262.0,160.0,112.0,39.0,2.0
465,19.0,7.0,36.0,126.0,258.0,160.0,114.0,39.0,2.0
466,19.0,7.0,36.0,126.0,258.0,231.0,114.0,39.0,2.0
467,19.0,10.0,34.0,126.0,258.0,231.0,114.0,39.0,2.0
468,19.0,10.0,34.0,86.0,258.0,231.0,114.0,39.0,2.0
469,19.0,10.0,34.0,86.0,258.0,231.0,114.0,43.0,2.0
470,19.0,10.0,34.0,86.0,258.0,231.0,114.0,43.0,2.0
471,33.0,10.0,34.0,86.0,315.0,231.0,99.0,43.0,2.0
472,33.0,10.0,34.0,73.0,315.0,175.0,99.0,43.0,4.0
473,33.0,11.0,41.0,73.0,315.0,175.0,99.0,43.0,4.0
474,33.0,11.0,41.0,73.0,315.0,175.0,99.0,48.0,4.0
475,33.0,11.0,41.0,73.0,315.0,175.0,99.0,48.0,4.0
476,43.0,11.0,41.0,55.0,315.0,175.0,99.0,48.0,4.0
477,43.0,11.0,41.0,55.0,266.0,175.0,110.0,48.0,4.0
478,43.0,11.0,41.0,55.0,266.0,168.0,110.0,48.0,4.0
479,43.0,0.0,39.0,55.0,266.0,168.0,110.0,61.0,4.0
480,43.0,0.0,39.0,69.0,266.0,168.0,110.0,61.0,4.0
481,43.0,0.0,39.0,69.0,266.0,168.0,110.0,61.0,4.0
482,55.0,0.0,39.0,69.0,266.0,168.0,110.0,61.0,0.0
483,55.0,0.0,39.0,69.0,255.0,184.0,124.0,61.0,0.0
484,55.0,0.0,39.0,69.0,255.0,184.0,124.0,61.0,0.0
485,55.0,0.0,34.0,69.0,255.0,184.0,124.0,84.0,0.0
486,55.0,0.0,34.0,93.0,255.0,184.0,124.0,84.0,0.0
487,55.0,0.0,34.0,93.0,255.0,184.0,124.0,84.0,2.0
488,40.0,0.0,34.0,93.0,255.0,174.0,124.0,84.0,2.0
489,40.0,0.0,34.0,93.0,340.0,174.0,123.0,84.0,2.0
490,40.0,9.0,34.0,93.0,340.0,174.0,123.0,84.0,2.0
491,40.0,9.0,12.0,79.0,340.0,174.0,123.0,113.0,2.0
492,40.0,9.0,12.0,79.0,340.0,174.0,123.0,113.0,6.0
493,40.0,9.0,12.0,79.0,340.0,184.0,123.0,113.0,6.0
494,20.0,9.0,12.0,79.0,340.0,184.0,121.0,113.0,6.0
495,20.0,9.0,12.0,79.0,300.0,184.0,121.0,113.0,6.0
496,20.0,9.0,12.0,79.0,300.0,184.0,121.0,113.0,6.0
497,20.0,9.0,10.0,79.0,300.0,184.0,121.0,116.0,6.0
498,20.0,9.0,10.0,79.0,300.0,184.0,121.0,116.0,6.0
499,20.0,9.0,10.0,79.0,300.0,222.0,121.0,116.0,6.0
500,27.0,9.0,10.0,79.0,300.0,222.0,109.0,116.0,6.0
501,27.0,9.0,10.0,86.0,297.0,222.0,109.0,107.0,5.0
502,27.0,12.0,10.0,86.0,297.0,222.0,109.0,107.0,5.0
503,27.0,12.0,27.0,86.0,297.0,222.0,109.0,107.0,5.0
504,27.0,12.0,27.0,86.0,297.0,222.0,109.0,107.0,5.0
505,27.0,12.0,27.0,86.0,297.0,183.0,109.0,107.0,8.0
506,19.0,12.0,27.0,95.0,297.0,183.0,92.0,107.0,8.0
507,19.0,12.0,27.0,95.0,281.0,183.0,92.0,122.0,8.0
508,19.0,12.0,27.0,95.0,281.0,183.0,92.0,122.0,8.0
509,19.0,12.0,57.0,95.0,281.0,183.0,92.0,122.0,8.0
510,19.0,12.0,57.0,95.0,281.0,183.0,92.0,122.0,11.0
511,19.0,12.0,57.0,109.0,281.0,153.0,92.0,122.0,11.0
512,0.0,12.0,57.0,109.0,281.0,153.0,85.0,122.0,11.0
513,0.0,12.0,57.0,109.0,254.0,153.0,85.0,147.0,11.0
514,0.0,10.0,57.0,109.0,254.0,153.0,85.0,147.0,11.0
515,0.0,10.0,48.0,109.0,254.0,153.0,85.0,147.0,11.0
516,0.0,10.0,48.0,109.0,254.0,80.0,85.0,147.0,2.0
517,0.0,10.0,48.0,128.0,254.0,80.0,85.0,147.0,2.0
518,0.0,10.0,50.0,128.0,254.0,80.0,70.0,109.0,2.0
519,0.0,10.0,50.0,128.0,328.0,80.0,70.0,109.0,2.0
520,0.0,0.0,50.0,128.0,328.0,80.0,70.0,109.0,2.0
521,0.0,0.0,50.0,128.0,328.0,80.0,70.0,109.0,2.0
522,0.0,0.0,50.0,86.0,328.0,101.0,70.0,109.0,2.0
523,0.0,0.0,50.0,86.0,328.0,101.0,70.0,139.0,2.0
524,0.0,0.0,39.0,86.0,328.0,101.0,67.0,139.0,2.0
525,0.0,0.0,39.0,86.0,426.0,101.0,67.0,139.0,3.0
526,0.0,0.0,39.0,86.0,426.0,101.0,67.0,139.0,3.0
527,0.0,0.0,39.0,86.0,426.0,101.0,67.0,139.0,3.0
528,0.0,0.0,39.0,83.0,426.0,108.0,67.0,139.0,3.0
529,0.0,7.0,39.0,83.0,426.0,108.0,67.0,169.0,4.0
530,24.0,7.0,15.0,83.0,426.0,108.0,95.0,169.0,4.0
531,24.0,7.0,15.0,83.0,344.0,108.0,95.0,169.0,4.0
532,24.0,7.0,15.0,83.0,344.0,108.0,95.0,169.0,4.0
533,24.0,7.0,15.0,83.0,344.0,117.0,95.0,127.0,5.0
534,24.0,7.0,15.0,83.0,344.0,117.0,95.0,127.0,5.0
535,24.0,37.0,15.0,83.0,344.0,117.0,137.0,127.0,5.0
536,26.0,37.0,10.0,83.0,344.0,117.0,137.0,127.0,5.0
537,26.0,37.0,10.0,83.0,316.0,117.0,137.0,127.0,5.0
538,26.0,37.0,10.0,68.0,316.0,76.0,137.0,127.0,5.0
539,26.0,37.0,10.0,68.0,316.0,76.0,137.0,119.0,5.0
540,26.0,37.0,10.0,68.0,316.0,76.0,137.0,119.0,5.0
541,26.0,31.0,10.0,68.0,316.0,76.0,135.0,119.0,5.0
542,26.0,31.0,10.0,68.0,292.0,76.0,135.0,119.0,5.0
543,26.0,31.0,10.0,68.0,292.0,76.0,135.0,119.0,5.0
544,26.0,31.0,10.0,72.0,292.0,72.0,135.0,119.0,5.0
545,26.0,31.0,10.0,72.0,292.0,72.0,135.0,176.0,5.0
546,26.0,31.0,10.0,72.0,292.0,72.0,135.0,176.0,5.0
547,26.0,31.0,10.0,72.0,292.0,72.0,129.0,176.0,5.0
548,0.0,31.0,8.0,72.0,285.0,94.0,129.0,176.0,5.0
549,0.0,31.0,8.0,42.0,285.0,94.0,129.0,176.0,5.0
550,0.0,31.0,8.0,42.0,285.0,94.0,129.0,176.0,4.0
551,0.0,31.0,8.0,42.0,285.0,94.0,129.0,145.0,4.0
552,0.0,0.0,8.0,42.0,285.0,94.0,129.0,145.0,4.0
553,0.0,0.0,8.0,42.0,285.0,133.0,157.0,145.0,4.0
554,0.0,0.0,8.0,53.0,276.0,133.0,157.0,145.0,4.0
555,0.0,0.0,8.0,53.0,276.0,133.0,157.0,145.0,4.0
556,0.0,0.0,8.0,53.0,276.0,133.0,157.0,145.0,5.0
557,0.0,0.0,8.0,53.0,276.0,133.0,157.0,120.0,5.0
558,0.0,0.0,8.0,53.0,276.0,133.0,157.0,120.0,5.0
559,0.0,0.0,8.0,53.0,276.0,127.0,218.0,120.0,5.0
560,0.0,0.0,8.0,55.0,274.0,127.0,218.0,120.0,5.0
561,0.0,0.0,8.0,55.0,274.0,127.0,218.0,120.0,5.0
562,0.0,0.0,8.0,55.0,274.0,127.0,218.0,120.0,5.0
563,0.0,0.0,8.0,55.0,274.0,127.0,218.0,94.0,5.0
564,0.0,0.0,8.0,67.0,274.0,127.0,218.0,94.0,5.0
565,0.0,0.0,8.0,67.0,274.0,93.0,183.0,94.0,5.0
566,0.0,0.0,7.0,67.0,250.0,93.0,183.0,94.0,5.0
567,0.0,0.0,7.0,67.0,250.0,93.0,183.0,94.0,5.0
568,0.0,0.0,7.0,68.0,250.0,93.0,183.0,94.0,5.0
569,0.0,0.0,7.0,68.0,250.0,93.0,183.0,82.0,5.0
570,0.0,0.0,7.0,68.0,250.0,69.0,191.0,82.0,5.0
571,19.0,0.0,7.0,68.0,250.0,69.0,191.0,82.0,5.0
572,19.0,0.0,8.0,68.0,172.0,69.0,191.0,82.0,5.0
573,19.0,0.0,8.0,68.0,172.0,69.0,191.0,82.0,5.0
574,19.0,0.0,8.0,79.0,172.0,69.0,176.0,88.0,6.0
575,19.0,0.0,8.0,79.0,172.0,69.0,176.0,88.0,6.0
576,19.0,0.0,8.0,79.0,172.0,80.0,176.0,88.0,6.0
577,19.0,0.0,8.0,79.0,150.0,80.0,176.0,88.0,6.0
578,19.0,0.0,9.0,79.0,150.0,80.0,176.0,88.0,6.0
579,19.0,0.0,9.0,79.0,150.0,80.0,176.0,88.0,3.0
580,19.0,0.0,9.0,72.0,150.0,80.0,182.0,82.0,3.0
581,19.0,0.0,9.0,72.0,125.0,97.0,182.0,82.0,3.0
582,19.0,0.0,9.0,72.0,125.0,97.0,182.0,82.0,3.0
583,17.0,0.0,9.0,72.0,125.0,97.0,182.0,82.0,3.0
584,17.0,0.0,12.0,72.0,125.0,97.0,182.0,82.0,3.0
585,17.0,0.0,12.0,45.0,125.0,95.0,136.0,82.0,3.0
586,17.0,0.0,12.0,45.0,125.0,95.0,136.0,107.0,3.0
587,17.0,0.0,12.0,45.0,92.0,95.0,136.0,107.0,3.0
588,46.0,0.0,12.0,45.0,92.0,95.0,136.0,107.0,3.0
589,46.0,0.0,12.0,45.0,92.0,95.0,136.0,107.0,4.0
590,46.0,0.0,16.0,45.0,92.0,95.0,129.0,107.0,4.0
591,46.0,0.0,16.0,14.0,92.0,95.0,129.0,107.0,4.0
592,28.0,0.0,16.0,14.0,49.0,95.0,129.0,99.0,4.0
593,28.0,0.0,16.0,14.0,49.0,95.0,129.0,99.0,4.0
594,28.0,0.0,16.0,14.0,49.0,95.0,116.0,99.0,5.0
595,28.0,0.0,16.0,14.0,49.0,36.0,116.0,99.0,5.0
596,28.0,0.0,22.0,13.0,49.0,36.0,116.0,99.0,5.0
597,28.0,0.0,22.0,13.0,47.0,36.0,116.0,99.0,5.0
598,7.0,0.0,22.0,13.0,47.0,36.0,116.0,13.0,5.0
599,7.0,0.0,22.0,13.0,47.0,36.0,116.0,13.0,6.0
600,7.0,0.0,22.0,16.0,47.0,36.0,112.0,13.0,6.0
601,7.0,0.0,22.0,16.0,31.0,36.0,112.0,13.0,6.0
602,7.0,0.0,24.0,16.0,31.0,36.0,112.0,13.0,6.0
603,8.0,0.0,24.0,16.0,31.0,36.0,112.0,13.0,6.0
604,8.0,0.0,24.0,16.0,31.0,36.0,112.0,8.0,6.0
605,8.0,0.0,24.0,18.0,31.0,23.0,112.0,8.0,6.0
606,8.0,0.0,24.0,18.0,31.0,23.0,123.0,8.0,6.0
607,8.0,0.0,24.0,18.0,33.0,23.0,123.0,8.0,6.0
608,12.0,0.0,21.0,18.0,33.0,23.0,123.0,8.0,6.0
609,12.0,12.0,21.0,18.0,33.0,23.0,123.0,6.0,4.0
610,12.0,12.0,21.0,32.0,33.0,23.0,123.0,6.0,4.0
611,12.0,12.0,21.0,32.0,33.0,41.0,123.0,6.0,4.0
612,0.0,12.0,21.0,32.0,34.0,41.0,93.0,6.0,4.0
613,0.0,23.0,21.0,32.0,34.0,41.0,93.0,4.0,4.0
614,0.0,23.0,8.0,32.0,34.0,41.0,93.0,4.0,4.0
615,0.0,23.0,8.0,56.0,34.0,41.0,93.0,4.0,4.0
616,0.0,23.0,8.0,56.0,34.0,30.0,93.0,4.0,4.0
617,0.0,23.0,8.0,56.0,33.0,30.0,93.0,4.0,4.0
618,1.0,23.0,8.0,56.0,33.0,30.0,63.0,4.0,4.0
619,1.0,23.0,8.0,56.0,33.0,12.0,63.0,7.0,8.0
620,1.0,23.0,5.0,64.0,33.0,12.0,63.0,7.0,8.0
621,1.0,23.0,5.0,64.0,33.0,12.0,63.0,7.0,8.0
622,1.0,0.0,5.0,64.0,33.0,12.0,63.0,7.0,8.0
623,9.0,0.0,5.0,64.0,21.0,12.0,63.0,7.0,8.0
624,9.0,0.0,5.0,64.0,21.0,19.0,42.0,7.0,8.0
625,9.0,0.0,5.0,64.0,21.0,19.0,42.0,7.0,9.0
626,9.0,0.0,5.0,101.0,21.0,19.0,42.0,7.0,9.0
627,9.0,0.0,5.0,101.0,21.0,19.0,42.0,7.0,9.0
628,16.0,104.0,5.0,101.0,21.0,32.0,42.0,6.0,9.0
629,16.0,104.0,5.0,101.0,22.0,32.0,42.0,6.0,9.0
630,16.0,104.0,5.0,101.0,22.0,32.0,31.0,6.0,9.0
631,16.0,104.0,5.0,101.0,22.0,32.0,31.0,5.0,8.0
632,16.0,104.0,11.0,101.0,22.0,39.0,31.0,5.0,8.0
633,17.0,104.0,11.0,101.0,22.0,39.0,31.0,5.0,8.0
634,17.0,58.0,11.0,43.0,22.0,39.0,31.0,5.0,8.0
635,17.0,58.0,11.0,43.0,19.0,41.0,37.0,5.0,8.0
636,17.0,58.0,11.0,43.0,19.0,41.0,37.0,5.0,7.0
637,17.0,58.0,11.0,43.0,19.0,41.0,37.0,4.0,7.0
638,17.0,58.0,13.0,43.0,19.0,41.0,37.0,4.0,7.0
639,22.0,12.0,13.0,43.0,19.0,41.0,37.0,4.0,7.0
640,22.0,12.0,13.0,51.0,30.0,41.0,37.0,4.0,7.0
641,22.0,12.0,13.0,51.0,30.0,39.0,40.0,4.0,5.0
642,22.0,12.0,13.0,51.0,30.0,39.0,40.0,5.0,5.0
643,22.0,12.0,13.0,51.0,30.0,39.0,40.0,5.0,5.0
644,22.0,45.0,10.0,75.0,30.0,39.0,40.0,5.0,5.0
645,19.0,45.0,10.0,75.0,30.0,39.0,40.0,5.0,5.0
646,19.0,45.0,10.0,75.0,52.0,39.0,40.0,5.0,5.0
647,19.0,45.0,10.0,75.0,52.0,35.0,43.0,6.0,2.0
648,19.0,45.0,10.0,75.0,52.0,35.0,43.0,6.0,2.0
649,19.0,45.0,10.0,76.0,52.0,35.0,43.0,6.0,2.0
650,13.0,37.0,12.0,76.0,52.0,35.0,43.0,6.0,2.0
651,13.0,37.0,12.0,76.0,52.0,35.0,43.0,6.0,3.0
652,13.0,37.0,12.0,41.0,64.0,50.0,43.0,7.0,3.0
653,13.0,37.0,12.0,41.0,64.0,50.0,43.0,7.0,3.0
654,13.0,37.0,12.0,41.0,64.0,50.0,43.0,7.0,3.0
655,13.0,37.0,12.0,41.0,64.0,50.0,43.0,7.0,3.0
656,18.0,22.0,12.0,41.0,64.0,50.0,43.0,7.0,3.0
657,18.0,22.0,12.0,41.0,64.0,50.0,43.0,7.0,3.0
658,18.0,22.0,12.0,52.0,70.0,30.0,53.0,8.0,3.0
659,18.0,22.0,12.0,52.0,70.0,30.0,53.0,8.0,3.0
660,18.0,22.0,12.0,52.0,70.0,30.0,53.0,8.0,3.0
661,18.0,14.0,12.0,52.0,70.0,30.0,53.0,8.0,1.0
662,24.0,14.0,10.0,52.0,70.0,30.0,53.0,8.0,1.0
663,24.0,14.0,10.0,77.0,79.0,30.0,53.0,12.0,1.0
664,24.0,14.0,10.0,77.0,79.0,33.0,58.0,12.0,1.0
665,24.0,14.0,10.0,77.0,79.0,33.0,58.0,12.0,1.0
666,24.0,14.0,10.0,77.0,79.0,33.0,58.0,12.0,1.0
667,28.0,20.0,10.0,47.0,79.0,33.0,58.0,12.0,1.0
668,28.0,20.0,8.0,47.0,79.0,33.0,58.0,20.0,1.0
669,28.0,20.0,8.0,47.0,95.0,42.0,58.0,20.0,1.0
670,28.0,20.0,8.0,47.0,95.0,42.0,59.0,20.0,1.0
671,28.0,20.0,8.0,47.0,95.0,42.0,59.0,20.0,1.0
672,18.0,20.0,8.0,39.0,95.0,42.0,59.0,20.0,1.0
673,18.0,33.0,8.0,39.0,95.0,42.0,59.0,25.0,1.0
674,18.0,33.0,10.0,39.0,112.0,55.0,59.0,25.0,1.0
675,18.0,33.0,10.0,39.0,112.0,55.0,59.0,25.0,1.0
676,18.0,33.0,10.0,39.0,112.0,55.0,57.0,25.0,1.0
677,22.0,33.0,10.0,39.0,112.0,55.0,57.0,25.0,1.0
678,22.0,33.0,10.0,19.0,112.0,55.0,57.0,25.0,7.0
679,22.0,33.0,10.0,19.0,112.0,55.0,57.0,12.0,7.0
680,22.0,33.0,15.0,19.0,114.0,55.0,57.0,12.0,7.0
681,22.0,33.0,15.0,19.0,114.0,55.0,61.0,12.0,7.0
682,28.0,33.0,15.0,19.0,114.0,55.0,61.0,12.0,7.0
683,28.0,0.0,15.0,21.0,114.0,55.0,61.0,12.0,5.0
684,28.0,0.0,15.0,21.0,114.0,55.0,61.0,3.0,5.0
685,28.0,0.0,15.0,21.0,140.0,57.0,61.0,3.0,5.0
686,28.0,0.0,14.0,21.0,140.0,57.0,61.0,3.0,5.0
687,15.0,0.0,14.0,21.0,140.0,57.0,66.0,3.0,5.0
688,15.0,0.0,14.0,26.0,140.0,57.0,66.0,3.0,5.0
689,15.0,0.0,14.0,26.0,140.0,57.0,66.0,4.0,5.0
690,15.0,0.0,14.0,26.0,140.0,80.0,66.0,4.0,5.0
691,15.0,0.0,14.0,26.0,162.0,80.0,66.0,4.0,5.0
692,24.0,0.0,16.0,26.0,162.0,80.0,66.0,4.0,0.0
693,24.0,6.0,16.0,20.0,162.0,80.0,68.0,4.0,0.0
694,24.0,6.0,16.0,20.0,162.0,80.0,68.0,4.0,0.0
695,24.0,6.0,16.0,20.0,162.0,71.0,68.0,4.0,0.0
696,24.0,6.0,16.0,20.0,162.0,71.0,68.0,4.0,0.0
697,24.0,6.0,16.0,20.0,155.0,71.0,68.0,4.0,1.0
698,33.0,28.0,12.0,20.0,155.0,71.0,77.0,6.0,1.0
699,33.0,28.0,12.0,27.0,155.0,71.0,77.0,6.0,1.0
700,33.0,28.0,12.0,27.0,155.0,79.0,77.0,6.0,1.0
701,33.0,28.0,12.0,27.0,155.0,79.0,77.0,6.0,1.0
702,33.0,28.0,12.0,27.0,161.0,79.0,77.0,6.0,1.0
703,37.0,28.0,12.0,27.0,161.0,79.0,77.0,5.0,1.0
704,37.0,28.0,13.0,32.0,161.0,92.0,72.0,5.0,1.0
705,37.0,28.0,13.0,32.0,161.0,92.0,72.0,5.0,1.0
706,37.0,28.0,13.0,32.0,161.0,92.0,72.0,5.0,1.0
707,37.0,28.0,13.0,32.0,177.0,92.0,72.0,5.0,1.0
708,56.0,0.0,13.0,40.0,177.0,92.0,72.0,5.0,1.0
709,56.0,0.0,13.0,40.0,177.0,132.0,72.0,5.0,1.0
710,56.0,0.0,20.0,40.0,177.0,132.0,57.0,5.0,1.0
711,56.0,0.0,20.0,40.0,177.0,132.0,57.0,5.0,1.0
712,56.0,0.0,20.0,40.0,177.0,132.0,57.0,8.0,1.0
713,98.0,0.0,20.0,42.0,185.0,151.0,57.0,8.0,0.0
714,98.0,0.0,20.0,42.0,185.0,151.0,57.0,8.0,0.0
715,98.0,0.0,20.0,42.0,185.0,151.0,57.0,8.0,0.0
716,98.0,0.0,22.0,42.0,185.0,151.0,67.0,8.0,0.0
717,98.0,0.0,22.0,34.0,185.0,151.0,67.0,11.0,0.0
718,98.0,14.0,22.0,34.0,185.0,151.0,67.0,11.0,11.0
719,90.0,14.0,22.0,34.0,161.0,140.0,67.0,11.0,11.0
